"ConditionsPK","Date","SampleRound","SiteStatus","NetPan","StartTime","EndTime","TempStart","TempEnd","WindStart","WindEnd","SkyStart","SkyEnd","WeatherNotes","GeographyFK"
444,"2009-08-10",3,"control","net","12:45:00","14:25:00",35.7,39.3,2,0.4,"clear","clear","Collectors omitted 'sky' conditions",57
445,"2009-08-10",3,"control","pan","9:35:00","14:35:00",28.7,39.6,1.7,0.5,"clear","clear","",57
446,"2009-08-11",3,"control","net","10:46:00","12:05:00",26.5,30.5,0.6,1.7,"bright overcast","bright overcast","",28
447,"2010-05-13",1,"mature","net","11:50:00","13:35:00",35.4,33.8,1.6,1.2,"","","",1
448,"2010-05-13",1,"mature","pan","9:25:00","14:18:00",18.1,30.3,2.1,0.7,"","","",1
449,"2010-05-13",1,"control","net","10:00:00","11:15:00",24,30.3,2.4,2.1,"","","",3
450,"2010-05-13",1,"control","pan","9:35:00","14:35:00",21.5,33.6,2.7,2.3,"","","",3
451,"2010-05-14",1,"control","net","10:15:00","12:00:00",23.9,29.4,0.6,1.8,"","","",34
452,"2010-05-14",1,"control","pan","9:30:00","14:30:00",21.1,33.4,1.1,0.8,"","","",34
453,"2010-05-14",1,"mature","net","10:02:00","12:04:00",23.3,33.6,1.5,1.2,"","","",51
454,"2010-05-14",1,"mature","pan","9:15:00","14:15:00",20.7,29.8,1.1,0.8,"","","",51
455,"2010-05-31",1,"mature","net","9:45:00","11:05:00",22.4,27.2,0.7,0.8,"","","",44
456,"2010-05-31",1,"mature","pan","9:25:00","14:40:00",22.4,29,0.7,1.6,"","","",44
457,"2010-05-31",1,"control","net","11:25:00","12:40:00",25,26.8,1.3,1.2,"","","",63
458,"2010-05-31",1,"control","pan","9:14:00","14:15:00",23.3,29.2,0.6,1,"","","",63
459,"2010-06-14",1,"mature","net","9:53:00","12:03:00",27,33,1.2,0.8,"","","",21
460,"2010-06-14",1,"mature","pan","8:49:00","15:15:00",22.8,38,1.1,1.6,"","","",21
461,"2010-06-14",1,"control","net","10:05:00","11:55:00",36.4,37.6,0.5,1,"","","",36
462,"2010-06-14",1,"control","pan","9:10:00","14:30:00",25.5,40.8,1.9,2.8,"","","",36
463,"2010-06-15",2,"control","net","9:35:00","11:23:00",21.1,29.6,1.1,0.6,"","","",34
464,"2010-06-15",2,"control","pan","8:46:00","14:12:00",17.1,31,0.8,1.2,"","","",34
465,"2010-06-15",2,"mature","net","9:35:00","11:25:00",23.4,28,0.7,0.9,"","","",51
466,"2010-06-15",2,"mature","pan","8:40:00","13:50:00",19.9,32.1,1.1,1,"","","",51
467,"2010-06-22",2,"mature","net","9:19:00","11:05:00",20.9,26.1,0.6,1.3,"","","",44
468,"2010-06-22",2,"mature","pan","9:05:00","14:05:00",19.2,31.1,0.6,0.7,"","","",44
469,"2010-06-22",2,"control","net","9:15:00","11:35:00",22,30.6,0.7,0.4,"","","",63
470,"2010-06-22",2,"control","pan","9:00:00","14:15:00",22,33.7,0.7,0.4,"","","",63
471,"2010-07-01",2,"mature","net","9:00:00","11:17:00",18.2,30.1,0.9,0.6,"","","",21
472,"2010-07-01",2,"mature","pan","8:41:00","13:50:00",17.5,30.2,1.3,0.8,"","","",21
473,"2010-07-01",2,"control","net","9:00:00","11:12:00",23.2,31.1,1.3,0.9,"","","",36
474,"2010-07-01",2,"control","pan","8:50:00","13:50:00",23.2,32.7,1.3,0.5,"","","",36
475,"2010-07-02",2,"mature","net","8:55:00","12:06:00",19.4,26.4,2.3,0.5,"","","had to break netting up into two sections because wind got too high after 30min of netting.",1
476,"2010-07-02",2,"mature","pan","8:45:00","13:45:00",19.4,32,2.3,2,"","","",1
477,"2010-07-02",2,"control","net","10:46:00","12:30:00",27.6,30.7,1.8,1.5,"","","",3
478,"2010-07-02",2,"control","pan","9:00:00","14:20:00",20.4,30.8,2.7,2.1,"","","",3
479,"2010-07-13",3,"control","net","8:45:00","10:30:00",21.8,24.8,0.7,0.9,"","","",34
480,"2010-07-13",3,"control","pan","8:40:00","13:40:00",21.8,31.3,0.7,1.1,"","","",34
481,"2010-07-13",3,"mature","net","8:45:00","11:24:00",21,27,1.2,1.4,"","","",51
482,"2010-07-13",3,"mature","pan","8:40:00","13:56:00",20.6,30.8,1.2,1.8,"","","",51
483,"2010-07-19",3,"mature","net","9:45:00","11:15:00",25.4,30.3,0.5,0.6,"","","",1
484,"2010-07-19",3,"mature","pan","8:45:00","14:20:00",20.6,37.8,0.5,0.5,"","","",1
485,"2010-07-19",3,"control","net","9:25:00","11:27:00",27.2,33.5,0.7,0.5,"","","",3
486,"2010-07-19",3,"control","pan","8:50:00","14:15:00",24.2,37,0.7,1.7,"","","",3
487,"2010-07-21",3,"mature","net","9:41:00","11:47:00",22,26.6,0.8,1.4,"","","",44
488,"2010-07-21",3,"mature","pan","8:59:00","14:10:00",18.9,30,1,1.2,"","","",44
489,"2010-07-21",3,"control","net","9:20:00","10:45:00",22.6,23.2,0,1,"","","",63
490,"2010-07-21",3,"control","pan","9:15:00","14:15:00",22.6,29.5,0,2.1,"","","",63
491,"2010-07-27",3,"mature","net","9:26:00","11:27:00",20,24.8,0.7,0.8,"","","",21
492,"2010-07-27",3,"mature","pan","8:57:00","14:03:00",18,33.8,1,0.8,"","","",21
493,"2010-07-27",3,"control","net","9:20:00","11:55:00",26.2,30.7,0.7,1.9,"","","",36
494,"2010-07-27",3,"control","pan","9:20:00","14:20:00",26.2,35.9,0.7,1.7,"","","",36
495,"2010-08-12",4,"control","net","9:45:00","11:30:00",22.8,28.1,0.8,0.6,"","","",34
496,"2010-08-12",4,"control","pan","9:15:00","14:55:00",20.6,34.3,0.4,2.5,"","","",34
497,"2010-08-12",4,"mature","net","9:23:00","12:05:00",19.9,30.2,0.5,1,"","","",51
498,"2010-08-12",4,"mature","pan","8:51:00","14:18:00",18.2,33.4,0.8,0.9,"","","",51
499,"2010-08-16",4,"mature","net","9:00:00","10:30:00",22,27.1,0,0.6,"","","",1
500,"2010-08-16",4,"mature","pan","8:40:00","13:40:00",19.2,33.7,0.3,2.9,"","","",1
501,"2010-08-16",4,"control","net","9:00:00","10:39:00",22.4,29.8,0.5,2.4,"","","",3
502,"2010-08-16",4,"control","pan","8:41:00","13:41:00",18.7,37.5,0,2.7,"","","",3
503,"2010-08-17",4,"mature","net","9:46:00","12:25:00",19.6,28,0.5,0.8,"","","",44
504,"2010-08-17",4,"mature","pan","9:31:00","14:43:00",18,34.5,0.7,2.7,"","","",44
505,"2010-08-17",4,"control","net","10:05:00","12:06:00",24.5,29,1.5,1.8,"","","",63
506,"2010-08-17",4,"control","pan","9:30:00","14:30:00",23.5,33.1,0.8,1.9,"","","",63
507,"2010-08-18",4,"mature","net","9:30:00","11:45:00",22.9,30.4,1.1,0.3,"","","",21
508,"2010-08-18",4,"mature","pan","9:01:00","14:00:00",21.6,34.1,1,0.4,"","","",21
509,"2010-08-18",4,"control","net","10:05:00","12:38:00",19.4,27.2,2.3,0.8,"","","",36
510,"2010-08-18",4,"control","pan","9:07:00","14:07:00",17.9,28.8,1.6,1.4,"","","",36
511,"2011-04-22",1,"control","net","12:15:00","2:42:00",22.4,22.8,1.2,1.8,"bright overcast","bright overcast","",42
512,"2011-04-22",1,"control","pan","10:45:00","3:45:00",20.5,22.8,1.6,2,"bright overcast","bright overcast","",42
513,"2011-04-22",1,"maturing","net","11:45:00","1:09:00",24.4,26,0.9,0.3,"bright overcast","bright overcast","",56
514,"2011-04-22",1,"maturing","pan","11:21:00","4:21:00",21.8,23.6,2.1,2.1,"bright overcast","bright overcast","",56
515,"2011-04-27",1,"control","net","11:41:00","1:47:00",21.6,23.6,0.6,1.7,"bright overcast","partly cloudy","",28
516,"2011-04-27",1,"control","pan","10:46:00","4:08:00",18.9,27.9,1.2,3,"clear","partly cloudy","",28
517,"2011-04-27",1,"control","pan","10:20:00","3:37:00",18.1,27.6,0.8,2.7,"partly cloudy","partly cloudy","",57
518,"2011-05-05",1,"maturing","net","10:09:00","12:23:00",29.4,33.2,0.9,0.7,"clear","clear","",2
519,"2011-05-05",1,"maturing","pan","9:23:00","2:29:00",24.5,36.1,0.5,1.2,"clear","clear","",2
520,"2011-05-05",1,"control","net","10:15:00","11:30:00",25.2,27.6,1.4,0.7,"clear","clear","",14
521,"2011-05-05",1,"control","pan","9:30:00","2:30:00",22,33,2.1,1.1,"clear","partly cloudy","",14
522,"2011-05-05",1,"control","net","9:30:00","11:00:00",23,26.5,0.8,0.5,"clear","clear","",20
523,"2011-05-05",1,"control","pan","9:10:00","2:10:00",20.7,31.9,0.9,1.4,"clear","clear","",20
524,"2011-05-06",1,"control","net","9:45:00","11:20:00",25.7,30.5,0.4,0.8,"clear","partly cloudy","",32
525,"2011-05-06",1,"control","pan","9:00:00","2:00:00",19.7,31.5,0.7,1.2,"partly cloudy","partly cloudy","",32
526,"2011-05-06",1,"maturing","net","9:38:00","11:18:00",25.3,30,0.8,0.7,"clear","clear","",33
527,"2011-05-06",1,"maturing","pan","9:12:00","2:02:00",22.5,30.8,0.6,1.3,"clear","clear","",33
528,"2011-05-06",1,"control","net","9:40:00","12:45:00",24.5,30,0,0.9,"partly cloudy","partly cloudy","",60
529,"2011-05-06",1,"control","pan","9:00:00","2:20:00",19.5,29.1,0,2.6,"partly cloudy","partly cloudy","",60
530,"2011-05-12",1,"control","net","11:20:00","1:00:00",21,24.3,0.4,1.3,"clear","clear","",5
531,"2011-05-12",1,"control","pan","10:30:00","3:30:00",19.8,26.4,0.4,1.6,"clear","clear","",5
532,"2011-05-12",1,"maturing","net","11:07:00","1:30:00",23.8,26.1,1.7,1.2,"clear","clear","",13
533,"2011-05-12",1,"maturing","pan","10:00:00","3:00:00",20.6,28.3,0.9,1.3,"clear","clear","",13
534,"2011-05-12",1,"maturing","net","11:25:00","2:22:00",20.9,25.9,0.5,1.1,"clear","clear","",43
535,"2011-05-12",1,"maturing","pan","9:28:00","2:32:00",18,26.5,1.3,0.5,"clear","clear","",43
536,"2011-05-13",1,"control","net","11:02:00","1:35:00",21,29.9,1,0.6,"clear","clear","",27
537,"2011-05-13",1,"control","pan","9:22:00","2:22:00",17.3,29.5,0.7,1.3,"clear","clear","",27
538,"2011-05-13",1,"control","net","10:40:00","12:43:00",22.3,29,0.9,2.5,"clear","clear","",57
539,"2011-05-13",1,"control","net","10:10:00","1:45:00",21.4,28.1,0.2,2.2,"clear","clear","",59
540,"2011-05-13",1,"control","pan","9:42:00","2:45:00",20.5,29,0,2.6,"clear","clear","",59
541,"2011-05-23",1,"mature","net","11:00:00","2:00:00",21.7,23.9,0.3,1.6,"clear","clear","",21
542,"2011-05-23",1,"mature","pan","10:00:00","3:00:00",18.3,24.6,1.7,1.9,"clear","clear","",21
543,"2011-05-23",1,"mature","net","12:12:00","2:30:00",21.6,25.8,1,1,"partly cloudy","clear","",44
544,"2011-05-23",1,"mature","pan","10:15:00","3:15:00",19.3,26,1,1.3,"partly cloudy","clear","",44
545,"2011-06-08",1,"mature","net","11:00:00","1:40:00",21.1,29.8,0.5,1.5,"clear","clear","",51
546,"2011-06-08",1,"mature","pan","9:40:00","2:40:00",18.1,33.6,0.5,0.6,"clear","clear","",51
547,"2011-06-09",1,"mature","net","10:45:00","1:10:00",23.6,31,0.3,0.9,"clear","clear","",58
548,"2011-06-09",1,"mature","pan","10:00:00","3:00:00",21.5,33.9,1.1,1.2,"clear","clear","",58
549,"2011-06-22",2,"control","net","9:07:00","11:15:00",28.3,34.2,0.5,0.5,"clear","clear","",20
550,"2011-06-22",2,"control","pan","7:50:00","12:50:00",23,36.5,1.1,0.4,"clear","clear","",20
551,"2011-06-22",2,"control","net","8:45:00","11:40:00",25.5,30.5,1,1.1,"clear","clear","",59
552,"2011-06-22",2,"control","pan","8:05:00","2:10:00",24.8,35.8,0.8,1.2,"clear","clear","",59
553,"2011-06-22",2,"control","net","9:00:00","10:22:00",26.2,30.4,0,1,"clear","clear","",60
554,"2011-06-22",2,"control","pan","8:07:00","1:07:00",21,35.5,0,1,"clear","clear","",60
555,"2011-06-24",2,"maturing","net","10:35:00","1:30:00",21,28.8,1.8,0.6,"clear","clear","",2
556,"2011-06-24",2,"maturing","pan","9:10:00","2:10:00",18.4,30.4,1.2,0.5,"clear","clear","",2
557,"2011-06-24",2,"maturing","net","10:53:00","1:14:00",24.2,28.8,0.6,1.7,"clear","clear","",56
558,"2011-06-24",2,"maturing","pan","9:24:00","2:24:00",19.8,34.1,1.6,1,"clear","clear","",56
559,"2011-06-27",2,"maturing","net","9:52:00","1:08:00",29.4,30.5,0.8,2.1,"clear","clear","",13
560,"2011-06-27",2,"maturing","pan","9:20:00","14:20:00",25.1,33.4,1.1,1.1,"clear","clear","",13
561,"2011-06-27",2,"control","net","10:00:00","12:00:00",25.4,30.5,1.4,0.9,"clear","clear","",57
562,"2011-06-27",2,"control","pan","9:15:00","2:15:00",24.4,34.2,1.3,3.2,"clear","clear","",57
563,"2011-06-30",2,"control","net","10:36:00","12:38:00",21.4,27.4,0.3,0.9,"clear","clear","",5
564,"2011-06-30",2,"control","pan","10:09:00","3:09:00",23.6,31.7,0.6,0.9,"clear","clear","",5
565,"2011-06-30",2,"control","net","10:30:00","12:55:00",23.5,26.8,0.6,0.9,"clear","clear","",27
566,"2011-06-30",2,"control","pan","10:00:00","3:00:00",23,27.4,0.6,1.3,"clear","clear","",27
567,"2011-06-30",2,"maturing","net","11:45:00","3:56:00",24.6,30.2,0.9,2,"clear","clear","",43
568,"2011-06-30",2,"maturing","pan","9:30:00","2:30:00",21.8,28.1,1.5,1.8,"clear","clear","",43
569,"2011-06-30",2,"control","net","10:05:00","11:34:00",22.5,23.9,0.5,0.9,"clear","clear","",42
570,"2011-06-30",2,"control","pan","9:40:00","2:50:00",22.1,29,0.5,1.2,"clear","clear","",42
571,"2011-07-01",2,"control","net","9:29:00","12:28:00",23.5,27.8,1.9,2.5,"clear","clear","paused at 10:30 b/c windy, resumed 11:24",14
572,"2011-07-01",2,"control","pan","9:10:00","2:10:00",22.5,29.2,1.9,1.7,"clear","clear","",14
573,"2011-07-01",2,"control","net","8:50:00","12:45:00",23,30.8,0,3,"clear","clear","paused at 9:30 b/c windy, resumed 11:20",28
574,"2011-07-01",2,"control","pan","8:17:00","1:17:00",21.8,30.8,0,4.4,"clear","clear","",28
575,"2011-07-01",2,"control","net","9:30:00","11:22:00",23,20.8,0.7,1.6,"clear","clear","",32
576,"2011-07-01",2,"control","pan","8:55:00","14:00:00",20.5,36.7,1,0.8,"clear","clear","",32
577,"2011-07-01",2,"maturing","net","9:08:00","11:56:00",24.4,31,0,0.8,"clear","clear","",33
578,"2011-07-01",2,"maturing","pan","8:44:00","13:44:00",20.5,37.6,0.3,0.3,"clear","clear","",33
579,"2011-07-07",2,"mature","net","10:25:00","1:30:00",29.6,31.4,1.3,1.2,"clear","clear","",21
580,"2011-07-07",2,"mature","pan","9:55:00","3:00:00",29.2,31.6,1.4,1.5,"clear","clear","",21
581,"2011-07-07",2,"mature","net","10:47:00","1:03:00",25.6,31.5,1.1,2.4,"clear","clear","",44
582,"2011-07-07",2,"mature","pan","10:27:00","2:27:00",24.8,33.6,0.8,1.3,"clear","clear","",44
583,"2011-07-07",2,"mature","net","10:10:00","12:47:00",24.6,38.4,0.5,0.7,"clear","clear","",51
584,"2011-07-07",2,"mature","pan","9:36:00","2:40:00",22.4,39.7,0.4,0.6,"clear","clear","",51
585,"2011-07-07",2,"mature","net","10:02:00","11:17:00",24.6,38.4,0,0.5,"clear","clear","",58
586,"2011-07-07",2,"mature","pan","9:42:00","2:42:00",22.4,39.7,0,0.5,"clear","clear","",58
587,"2011-07-15",1,"mature","net","10:40:00","2:00:00",21.8,27.9,0.6,2.3,"clear","clear","",29
588,"2011-07-15",1,"mature","pan","10:06:00","3:06:00",19.4,28.3,1.1,2.8,"clear","clear","",29
589,"2011-07-24",3,"maturing","net","12:00:00","2:10:00",29.4,36.2,0.8,0.8,"clear","clear","",56
590,"2011-07-25",3,"maturing","net","10:21:00","12:21:00",22.6,26.4,0.5,0.9,"clear","clear","",2
591,"2011-07-25",3,"maturing","pan","9:17:00","2:17:00",19.9,34.1,0.7,0.7,"clear","clear","",2
592,"2011-07-25",3,"control","net","10:05:00","12:45:00",25,38.9,0,0.8,"clear","clear","",20
593,"2011-07-25",3,"control","pan","9:35:00","3:35:00",21,39.4,0.2,0.7,"clear","clear","",20
594,"2011-07-25",3,"maturing","pan","9:10:00","2:10:00",18.6,36.2,0.3,0.8,"clear","clear","",56
595,"2011-07-25",3,"control","net","10:01:00","12:15:00",22.2,28.2,0.6,0.6,"clear","clear","",59
596,"2011-07-25",3,"control","pan","9:39:00","2:39:00",21.9,33.2,0.6,1.8,"clear","clear","",59
597,"2011-07-26",3,"control","net","9:50:00","12:00:00",23.6,28.4,1.2,0.7,"clear","clear","",5
598,"2011-07-26",3,"control","pan","9:32:00","2:32:00",23.6,30.7,1.2,1.1,"clear","clear","",5
599,"2011-07-26",3,"control","net","12:14:00","2:30:00",30.5,33.4,2.3,1.6,"clear","clear","",14
600,"2011-07-26",3,"control","pan","9:40:00","2:40:00",23.7,33.4,1.2,1.6,"clear","clear","",14
601,"2011-07-26",3,"control","net","9:51:00","12:01:00",23.4,25.3,0,0,"clear","clear","",27
602,"2011-07-26",3,"control","pan","9:19:00","2:19:00",18.2,35.1,0.6,0.8,"clear","clear","",27
603,"2011-07-27",3,"maturing","net","9:40:00","1:45:00",25.3,31.9,1.4,0.7,"clear","clear","",43
604,"2011-07-27",3,"maturing","pan","9:00:00","2:15:00",23.4,34.7,1.1,0.7,"clear","clear","",43
605,"2011-07-27",3,"control","net","11:15:00","12:35:00",29.1,32.6,1.2,1.8,"clear","clear","",42
606,"2011-07-27",3,"control","pan","8:53:00","1:53:00",20.9,34.5,0.7,1.1,"clear","clear","",42
607,"2011-08-02",3,"maturing","net","9:30:00","12:09:00",22.4,30.1,0.7,1.9,"clear","clear","",13
608,"2011-08-02",3,"maturing","pan","9:12:00","2:15:00",21.8,33.9,0.7,1.4,"clear","clear","",13
609,"2011-08-02",3,"control","net","9:15:00","11:20:00",21.6,28.3,0.9,2.6,"clear","clear","",32
610,"2011-08-02",3,"control","pan","8:45:00","1:45:00",23.3,32.6,0.8,1.5,"clear","clear","",32
611,"2011-08-02",3,"maturing","net","9:31:00","11:38:00",21.4,24.9,0,0.9,"clear","clear","",33
612,"2011-08-02",3,"maturing","pan","9:00:00","2:30:00",21.3,35.5,0.3,1.3,"clear","clear","",33
613,"2011-08-02",3,"control","net","9:02:00","10:31:00",21.4,26.1,0.2,0,"clear","clear","",60
614,"2011-08-02",3,"control","pan","8:34:00","1:34:00",20,29.5,0,0.5,"clear","clear","",60
615,"2011-08-08",3,"control","net","11:25:00","1:30:00",28.2,31.7,1.9,0.6,"clear","clear","",28
616,"2011-08-08",3,"control","pan","8:40:00","1:40:00",18.1,31.7,1.8,0.6,"clear","clear","",28
617,"2011-08-08",3,"control","net","9:23:00","11:01:00",22.1,25.4,2,2,"clear","clear","",57
618,"2011-08-08",3,"control","pan","8:31:00","1:31:00",21.9,31.2,1.6,2,"clear","clear","",57
619,"2011-08-09",2,"mature","net","9:30:00","11:20:00",24.8,32,2.2,0.6,"clear","clear","",29
620,"2011-08-09",2,"mature","pan","9:05:00","2:07:00",21.3,30,2,0.8,"clear","clear","",29
621,"2012-05-08",NA,"maturing","net","9:30","11:15",29.6,30.6,0.3,0.5,"clear","clear","",2
622,"2012-05-08",NA,"maturing","pan","9:05","14:06",22.4,34.4,0.7,0.6,"clear","clear","",2
623,"2012-06-06",NA,"maturing","pan","","",NA,NA,NA,NA,"","","from Hillary",2
624,"2012-06-06",NA,"maturing","net","","",NA,NA,NA,NA,"","","from Hillary",2
625,"2012-06-24",NA,"maturing","pan","8:25","13:40",16.2,24.6,1.8,1.8,"clear","clear","",2
626,"2012-06-24",NA,"maturing","net","10:35","14:10",21,26.6,0.6,0.9,"clear","clear","",2
627,"2012-08-13",NA,"maturing","pan","7:55","14:24",20.4,38.6,0.3,0.8,"clear","clear","",2
628,"2012-08-13",NA,"maturing","net","14:01","14:40",38.4,39.1,0.9,0.7,"clear","clear","",2
629,"2012-05-12",NA,"control","net","17:30","18:00",30.8,30.6,0,0,"clear","clear","",3
630,"2012-05-12",NA,"control","pan","9:05","14:50",23.6,39.9,1,1.1,"clear","clear","",3
631,"2012-05-27",NA,"control","pan","","",NA,NA,NA,NA,"","","from Hillary",3
632,"2012-05-27",NA,"control","net","","",NA,NA,NA,NA,"","","from Hillary",3
633,"2012-06-14",NA,"control","pan","8:30","13:15",26.6,33.4,1.3,0.2,"clear","clear","",3
634,"2012-06-14",NA,"control","net","11:40","12:30",32,32,1.4,1.4,"clear","clear","",3
635,"2012-08-03",NA,"control","pan","7:58","12:58",18.4,31.9,1.7,1.2,"clear","clear","",3
636,"2012-08-03",NA,"control","net","9:27","10:33",22.5,27.5,1.6,0.4,"clear","clear","",3
637,"2012-05-09",NA,"control","net","9:00","10:39",25.4,30.8,0.3,0.7,"clear","clear","",5
638,"2012-05-09",NA,"control","pan","8:30","13:32",22.9,32.4,0.3,0.5,"clear","clear","",5
639,"2012-06-27",NA,"control","pan","8:10","13:15",21.8,32.4,0,0.5,"clear","clear","",5
640,"2012-06-27",NA,"control","net","8:42","10:20",24.2,30.8,0.3,0.6,"clear","clear","",5
641,"2012-07-19",NA,"control","pan","8:30","13:15",20.1,32.6,0.3,0.6,"bright overcast","clear","",5
642,"2012-07-19",NA,"control","net","9:15","12:15",21,30.9,0.3,1,"bright overcast","clear","",5
643,"2012-08-09",NA,"control","pan","8:30","13:30",24.3,42.9,0.4,0.3,"clear","clear","",5
644,"2012-08-09",NA,"control","net","9:45","11:00",28.1,31.3,0,0.4,"clear","clear","",5
645,"2012-05-01",NA,"mature","net","11:30","1:24",24.7,31.2,2.4,1.8,"clear","clear","",6
646,"2012-05-01",NA,"mature","pan","9:31","14:31",20.8,30.3,2,2.3,"clear","clear","",6
647,"2012-06-07",NA,"mature","pan","8:35","14:35",22.8,30.8,0.6,1.5,"clear","clear","",6
648,"2012-06-07",NA,"mature","net","10:25","12:30",24.8,29.8,0.9,1.2,"clear","clear","",6
649,"2012-07-23",NA,"mature","pan","8:10","13:10",22.2,35.9,0.5,1.2,"partly cloudy","clear","",6
650,"2012-07-23",NA,"mature","net","9:00","10:35",23.7,26.8,0.2,0.6,"partly cloudy","clear","",6
651,"2012-08-08",NA,"mature","pan","8:48","13:40",23.9,34.3,0.5,0.5,"clear","clear","",6
652,"2012-08-08",NA,"mature","net","10:30","10:45",25.7,26.1,0.4,0.3,"clear","clear","",6
653,"2012-04-21",NA,"control","net","10:25","1:05",25,29,2.2,0.6,"clear","clear","",8
654,"2012-04-21",NA,"control","pan","9:40","15:15",26.8,37.9,0.9,0.7,"clear","clear","",8
655,"2012-06-12",NA,"control","pan","9:03","15:00",23.9,36.7,2.1,0.4,"clear","clear","",8
656,"2012-06-12",NA,"control","net","9:18","9:52",27.2,28.9,1.3,1.4,"clear","clear","",8
657,"2012-07-12",NA,"control","pan","8:40","13:40",28.7,37.1,0.8,0.4,"clear","clear","",8
658,"2012-07-12",NA,"control","net","11:00","11:32",33.2,34.6,1.2,1,"clear","clear","",8
659,"2012-07-27",NA,"control","pan","8:45","13:50",19.7,30.1,1.7,1.8,"clear","clear","",8
660,"2012-07-27",NA,"control","net","10:05","11:20",21,24.7,1.4,0.3,"clear","clear","",8
661,"2012-05-01",NA,"maturing","net","10:25","12:40",23,25.9,1.3,0.7,"partly cloudy","partly cloudy","",13
662,"2012-05-01",NA,"maturing","pan","9:05","14:05",20,26.6,1.5,1.4,"partly cloudy","partly cloudy","",13
663,"2012-06-15",NA,"maturing","pan","8:55","13:33",28.7,36.1,1.5,0.6,"clear","clear","",13
664,"2012-06-15",NA,"maturing","net","9:54","10:57",31,32,2.4,2.2,"clear","clear","",13
665,"2012-07-31",NA,"maturing","pan","8:00","13:00",24.4,38.9,0.1,0.5,"clear","clear","",13
666,"2012-07-31",NA,"maturing","net","8:20","10:10",27.5,28.6,0.1,0.9,"clear","clear","",13
667,"2012-08-09",NA,"maturing","pan","8:06","13:08",22.6,36.3,1.1,1.4,"clear","clear","",13
668,"2012-08-09",NA,"maturing","net","9:20","10:36",26.8,31.2,1.2,1.4,"clear","clear","",13
669,"2012-04-30",NA,"control","net","9:45","11:00",25.3,27.2,1.2,1,"clear","clear","",14
670,"2012-04-30",NA,"control","pan","9:20","14:50",25.3,33.1,1.1,0.6,"clear","clear","",14
671,"2012-06-27",NA,"control","pan","8:00","12:50",18.4,29.4,0.6,0.8,"clear","clear","",14
672,"2012-06-27",NA,"control","net","8:20","11:20",23.8,26.2,0.6,1,"clear","clear","",14
673,"2012-07-27",NA,"control","pan","8:30","13:35",18,32.8,1.3,0.6,"clear","clear","",14
674,"2012-07-27",NA,"control","net","9:45","13:25",21,27.8,0.5,0.5,"clear","clear","",14
675,"2012-08-10",NA,"control","pan","7:50","12:50",21.4,33.4,0.3,0,"clear","clear","",14
676,"2012-08-10",NA,"control","net","8:10","9:17",22.8,26.9,0.5,0.1,"clear","clear","",14
677,"2012-05-02",NA,"control","net","10:10","11:40",22.7,24.2,1.5,0.8,"partly cloudy","partly cloudy","",15
678,"2012-05-02",NA,"control","pan","9:10","14:12",18.8,27.3,1.1,0.9,"partly cloudy","partly cloudy","",15
679,"2012-06-06",NA,"control","pan","9:30","2:30",24.1,NA,1.3,NA,"","","from Hillary",15
680,"2012-06-06",NA,"control","net","9:55","11:33",24.1,NA,1.3,NA,"","","from Hillary",15
681,"2012-06-26",NA,"control","pan","8:26","14:11",18.7,40.1,1.7,2.7,"clear","clear","",15
682,"2012-06-26",NA,"control","net","10:55","14:01",29.9,25.4,2,1.8,"clear","clear","",15
683,"2012-08-13",NA,"control","pan","8:25","13:25",23.4,42.3,0.7,0.9,"clear","clear","",15
684,"2012-08-13",NA,"control","net","12:15","13:30",39.4,42.3,0.9,0.6,"clear","clear","",15
685,"2012-06-20",NA,"mature","pan","8:25","13:30",21.5,31.8,1.3,0.8,"clear","clear","",17
686,"2012-06-20",NA,"mature","net","9:05","12:30",24.5,31.4,2.1,0.8,"clear","clear","",17
687,"2012-07-06",NA,"mature","pan","8:20","13:25",17.8,27.7,0.4,0.5,"clear","clear","",17
688,"2012-07-06",NA,"mature","net","10:08","12:45",26.4,27.5,0.7,0,"clear","clear","",17
689,"2012-07-24",NA,"mature","pan","8:30","13:20",18.4,32.9,0.7,0.7,"clear","clear","",17
690,"2012-07-24",NA,"mature","net","9:35","12:10",21.7,32.1,0.5,0.4,"clear","clear","",17
691,"2012-06-20",NA,"control","pan","8:35","14:00",22.5,36.2,3.5,1.3,"clear","clear","",18
692,"2012-06-20",NA,"control","net","12:30","13:45",29.9,36.2,1.6,1.3,"clear","clear","",18
693,"2012-07-06",NA,"control","pan","8:30","13:40",18.1,32.2,0.4,0.8,"clear","clear","",18
694,"2012-07-06",NA,"control","net","9:40","11:00",22.2,25.2,0.8,1.2,"clear","clear","",18
695,"2012-07-24",NA,"control","pan","8:29","14:10",20.7,34.5,1.1,0.6,"clear","clear","",18
696,"2012-07-24",NA,"control","net","9:01","11:07",25.3,34.3,0.3,0.6,"clear","clear","",18
697,"2012-05-09",NA,"mature","net","10:20","12:56",24.8,32.1,2.2,2.1,"clear","clear","",19
698,"2012-05-09",NA,"mature","pan","8:25","13:20",18.2,34.7,0.6,1.6,"clear","clear","",19
699,"2012-06-27",NA,"mature","pan","7:59","13:00",20.4,28.1,0.6,0.5,"clear","clear","",19
700,"2012-06-27",NA,"mature","net","9:45","11:20",25.4,29.3,1.6,0,"clear","clear","",19
