"ConditionsPK","Date","SampleRound","SiteStatus","NetPan","StartTime","EndTime","TempStart","TempEnd","WindStart","WindEnd","SkyStart","SkyEnd","WeatherNotes","GeographyFK"
701,"2012-07-20",NA,"mature","pan","8:09","13:10",18.8,32.2,0.8,0.8,"clear","clear","",19
702,"2012-07-20",NA,"mature","net","10:00","11:25",24.3,27.4,1.1,1.2,"clear","clear","",19
703,"2012-08-09",NA,"mature","pan","8:30","13:20",23.7,35.4,1.1,0.1,"clear","clear","",19
704,"2012-08-09",NA,"mature","net","9:10","11:47",26.4,31.2,0.5,0.3,"clear","clear","",19
705,"2012-04-30",NA,"control","net","10:30","11:45",26.6,30.1,1.1,2,"clear","clear","",20
706,"2012-04-30",NA,"control","pan","10:10","15:30",20.9,32.3,1.8,2.6,"clear","clear","",20
707,"2012-06-24",NA,"control","pan","7:40","12:50",16.6,28.9,0.6,1.8,"clear","clear","",20
708,"2012-06-24",NA,"control","net","11:30","12:40",22,28.7,1.3,1.9,"clear","clear","",20
709,"2012-07-19",NA,"control","pan","8:33","14:05",25.1,39.1,1,3,"partly cloudy","clear","",20
710,"2012-07-19",NA,"control","net","12:04","13:45",36.6,39.1,1.4,3.3,"bright overcast","clear","",20
711,"2012-08-08",NA,"control","pan","8:05","13:00",21.1,31.1,0.1,0.9,"clear","clear","",20
712,"2012-08-08",NA,"control","net","8:35","11:00",22.3,29.2,0.1,0.7,"clear","clear","",20
713,"2012-05-09",NA,"mature","net","9:03","10:53",22.1,26.6,1,0.7,"clear","clear","",21
714,"2012-05-09",NA,"mature","pan","8:40","13:45",21.4,34.1,0.6,0.4,"clear","clear","",21
715,"2012-06-28",NA,"mature","pan","8:08","13:04",18,30.6,0,0.6,"clear","clear","",21
716,"2012-06-28",NA,"mature","net","9:30","11:30",22.4,27.4,0,1.2,"clear","clear","",21
717,"2012-08-01",NA,"mature","pan","7:50","13:00",19.1,37.1,0,0.7,"clear","clear","",21
718,"2012-08-01",NA,"mature","net","8:15","10:30",21.3,24.5,0.6,1.9,"clear","clear","",21
719,"2012-08-13",NA,"mature","pan","8:55","15:15",25.8,42.1,0.6,0.6,"clear","clear","",21
720,"2012-08-13",NA,"mature","net","9:47","10:47",30,31.3,0.7,0.4,"clear","clear","",21
721,"2012-05-09",NA,"mature","net","9:36","14:00",22.3,34.6,1,0.4,"clear","clear","",22
722,"2012-05-09",NA,"mature","pan","9:00","14:00",21.3,34.6,0.8,0.4,"clear","clear","",22
723,"2012-05-21",NA,"mature","pan","9:18","2:29",NA,NA,NA,NA,"","","from Hillary",22
724,"2012-05-21",NA,"mature","net","11:16","12:45",23.3,NA,0.4,NA,"","","from Hillary",22
725,"2012-06-28",NA,"mature","pan","8:07","13:03",19.8,28.2,0.3,0.4,"clear","clear","",22
726,"2012-06-28",NA,"mature","net","9:40","11:40",24.6,36.8,0.8,0.5,"clear","clear","",22
727,"2012-07-30",NA,"mature","pan","8:00","13:00",17.1,31.6,0.3,0.2,"clear","clear","",22
728,"2012-07-30",NA,"mature","net","10:14","11:50",28.6,28.7,0.4,0.5,"clear","clear","",22
729,"2012-04-30",NA,"maturing","net","10:16","11:30",26.6,30.3,0.3,0.8,"clear","clear","",24
730,"2012-04-30",NA,"maturing","pan","9:50","15:20",25.1,33.8,0.5,1.7,"clear","clear","",24
731,"2012-06-20",NA,"maturing","pan","8:05","13:05",25,37.9,1.3,0.6,"clear","clear","",24
732,"2012-06-20",NA,"maturing","net","8:25","9:50",27.8,32.6,1.7,1.6,"clear","clear","",24
733,"2012-07-19",NA,"maturing","pan","8:15","13:15",20.5,29.9,0.8,2.8,"partly cloudy","partly cloudy","",24
734,"2012-07-19",NA,"maturing","net","10:00","11:27",24.7,27,0.6,0.7,"bright overcast","bright overcast","",24
735,"2012-07-31",NA,"maturing","pan","8:02","13:05",20.2,37.3,0.7,1,"clear","clear","",24
736,"2012-07-31",NA,"maturing","net","9:25","12:15",24.4,35,0.5,1.3,"clear","clear","",24
737,"2012-05-09",NA,"control","net","9:20","10:40",21.2,24.3,1,1.1,"clear","clear","",27
738,"2012-05-09",NA,"control","pan","8:39","13:39",21,32.6,0.7,0.8,"clear","clear","",27
739,"2012-06-27",NA,"control","pan","8:10","13:10",27.6,28.6,0,0.4,"clear","clear","",27
740,"2012-06-27",NA,"control","net","9:10","10:50",23.7,26.1,0.8,1.1,"clear","clear","",27
741,"2012-07-20",NA,"control","pan","8:15","13:15",20.5,29.4,0,0.9,"clear","clear","",27
742,"2012-07-20",NA,"control","net","9:50","11:30",23.5,26.2,0.3,1.8,"clear","clear","",27
743,"2012-08-10",NA,"control","pan","7:58","12:50",23.3,36,0,0.5,"clear","clear","",27
744,"2012-08-10",NA,"control","net","8:22","10:45",23.3,30.1,0,1.9,"clear","clear","",27
745,"2012-05-01",NA,"control","net","10:00","10:30",23.1,23.2,2.1,2.2,"clear","clear","",28
746,"2012-05-01",NA,"control","pan","9:15","14:16",22.7,28.1,2.6,2.2,"clear","clear","",28
747,"2012-06-07",NA,"control","pan","8:44","15:45",21.2,32.4,1.2,3.2,"clear","clear","",28
748,"2012-06-07",NA,"control","net","11:50","13:40",29,29.6,1.4,3,"clear","clear","",28
749,"2012-07-10",NA,"control","pan","8:15","13:15",22.2,32.1,0.6,0.6,"clear","clear","",28
750,"2012-07-10",NA,"control","net","10:40","11:43",28.1,31.4,1.1,1.4,"clear","clear","",28
751,"2012-07-25",NA,"control","pan","8:13","13:17",18.9,30.9,1.2,2.1,"clear","clear","",28
752,"2012-07-25",NA,"control","net","9:05","10:12",21,25.2,0.4,0.1,"clear","clear","",28
753,"2012-05-02",NA,"mature","net","9:36","12:16",21.5,24.6,1,0.4,"clear","clear","",29
754,"2012-05-02",NA,"mature","pan","9:00","14:00",18.4,22.9,1,3.3,"clear","clear","",29
755,"2012-06-26",NA,"mature","pan","9:00","14:20",17.6,28.2,2.2,1.6,"clear","partly cloudy","",29
756,"2012-06-26",NA,"mature","net","10:55","14:10",21,28.2,2.2,1.5,"clear","partly cloudy","",29
757,"2012-07-31",NA,"mature","pan","7:53","12:53",22.8,33.9,2,0.5,"clear","clear","",29
758,"2012-07-31",NA,"mature","net","8:45","10:55",23.1,28.5,2,1.2,"clear","clear","",29
759,"2012-08-09",NA,"mature","pan","8:10","13:09",22.8,34.3,0.5,0.8,"clear","clear","",29
760,"2012-08-09",NA,"mature","net","9:20","11:17",26.8,31.4,0.4,0.7,"clear","clear","",29
761,"2012-05-12",NA,"control","net","13:04","14:15",34.1,36,1.2,2.1,"clear","clear","",30
762,"2012-05-12",NA,"control","pan","9:59","16:00",27,37.4,1.8,1.1,"clear","clear","",30
763,"2012-06-07",NA,"control","pan","9:11","16:00",22.7,32.5,1.2,2.1,"clear","clear","",30
764,"2012-06-07",NA,"control","net","9:35","11:25",22.7,26,1.2,2,"clear","clear","",30
765,"2012-07-13",NA,"control","pan","8:15","13:00",20.7,31.1,0.2,0.3,"clear","clear","",30
766,"2012-07-13",NA,"control","net","10:30","10:30",28.2,28.2,1.4,1.4,"clear","clear","",30
767,"2012-08-01",NA,"control","pan","8:15","13:25",20.4,35.3,0.6,1.3,"clear","clear","",30
768,"2012-08-01",NA,"control","net","9:00","10:30",21,27.3,0.8,0.3,"clear","clear","",30
769,"2012-04-21",NA,"control","net","10:17","11:30",26.8,28,1.2,1.4,"clear","clear","",31
770,"2012-04-21",NA,"control","pan","9:45","15:43",25,34.8,1.5,0,"clear","clear","",31
771,"2012-06-12",NA,"control","pan","8:30","14:00",25.8,34,0,1.3,"clear","clear","",31
772,"2012-06-12",NA,"control","net","11:00","11:30",34.1,32.3,1.9,1.6,"clear","clear","",31
773,"2012-07-12",NA,"control","pan","8:50","13:40",28.5,40.6,1.3,0.5,"clear","clear","",31
774,"2012-07-12",NA,"control","net","9:03","12:00",29.13,34.4,0.5,0.8,"clear","clear","",31
775,"2012-08-01",NA,"control","pan","8:06","13:11",18.4,30.1,0.6,0.5,"clear","clear","",31
776,"2012-08-01",NA,"control","net","9:30","10:34",21.3,25.4,1,2.1,"clear","clear","",31
777,"2012-05-01",NA,"maturing","net","9:40","12:40",24.7,27,1.5,1.1,"clear","clear","",33
778,"2012-05-01",NA,"maturing","pan","9:15","14:45",23.6,29.9,1.2,1.1,"clear","clear","",33
779,"2012-06-01",NA,"maturing","pan","10:27","3:14",32.3,NA,0.5,NA,"","","from Hillary",33
780,"2012-06-01",NA,"maturing","net","10:43","12:45",32.3,NA,0.5,NA,"","","from Hillary",33
781,"2012-06-14",NA,"maturing","pan","8:50","14:35",28,35.6,1.9,0.8,"clear","clear","",33
782,"2012-06-14",NA,"maturing","net","9:05","11:00",28,30.6,1.9,1.3,"clear","clear","",33
783,"2012-08-07",NA,"maturing","pan","8:25","13:30",22.7,34.5,0.1,0.3,"clear","clear","",33
784,"2012-08-07",NA,"maturing","net","9:32","10:54",27.5,29,0.1,0.4,"clear","clear","",33
785,"2012-05-02",NA,"control","net","9:12","10:21",20.1,27.2,0.9,1.1,"clear","clear","",34
786,"2012-05-02",NA,"control","pan","8:45","13:47",19.9,35.2,0.6,1.5,"clear","clear","",34
787,"2012-06-01",NA,"control","pan","9:52","2:46",31.4,NA,0.8,NA,"","","from Hillary",34
788,"2012-06-01",NA,"control","net","9:53","12:45",31.4,NA,0.8,NA,"","","from Hillary",34
789,"2012-06-26",NA,"control","pan","8:42","14:08",19.2,28.8,1.6,2.6,"clear","clear","",34
790,"2012-06-26",NA,"control","net","11:20","11:45",28,28.2,1,3,"clear","clear","",34
791,"2012-08-07",NA,"control","pan","7:45","12:45",18.4,31.9,0.4,0.2,"clear","clear","",34
792,"2012-08-07",NA,"control","net","12:45","12:45",31.9,31.9,0.4,0.2,"clear","clear","",34
793,"2012-05-01",NA,"control","net","9:50","10:00",24.7,25.8,1.1,1.4,"clear","clear","",40
794,"2012-05-01",NA,"control","pan","9:15","14:15",23.6,28.1,0,2.1,"clear","clear","",40
795,"2012-06-14",NA,"control","pan","9:15","13:58",29,37,0.5,0.2,"clear","clear","",40
796,"2012-06-14",NA,"control","net","9:32","9:54",28.4,28.4,1.6,1.6,"clear","clear","",40
797,"2012-07-23",NA,"control","pan","7:55","13:00",20.6,31.7,0.4,0.1,"clear","clear","",40
798,"2012-07-23",NA,"control","net","9:45","11:00",24.6,26.8,0,0,"clear","clear","",40
799,"2012-08-07",NA,"control","pan","8:27","13:27",22,34.2,0,1.6,"clear","clear","",40
800,"2012-08-07",NA,"control","net","8:40","9:10",23.3,24.8,0,0.2,"clear","clear","",40
801,"2012-04-24",NA,"mature","net","11:10","13:35",25.1,26.3,0.6,0,"bright overcast","partly cloudy","",41
802,"2012-04-24",NA,"mature","pan","11:10","16:20",25.1,23,0.6,0.7,"bright overcast","partly cloudy","",41
803,"2012-06-08",NA,"mature","pan","9:00","14:20",21.1,30.7,0.9,0.8,"clear","clear","",41
804,"2012-06-08",NA,"mature","net","9:45","12:30",21.5,27.8,1.3,0.3,"clear","clear","",41
805,"2012-07-11",NA,"mature","pan","8:35","13:35",24,39.6,0,0.3,"clear","clear","",41
806,"2012-07-11",NA,"mature","net","9:00","11:00",26.8,33.3,0.2,0,"clear","clear","",41
807,"2012-07-24",NA,"mature","pan","8:40","13:40",19.6,27.8,0.8,0.4,"clear","clear","",41
808,"2012-07-24",NA,"mature","net","9:46","11:20",21.6,25.5,0.5,0.3,"clear","clear","",41
809,"2012-04-24",NA,"maturing","net","12:35","13:48",26.2,27.1,0.1,0.2,"partly cloudy","partly cloudy","",43
810,"2012-04-24",NA,"maturing","pan","9:52","15:16",21.2,29.4,0.4,0.1,"partly cloudy","partly cloudy","",43
811,"2012-07-03",NA,"maturing","pan","8:08","13:15",18,30.4,1.4,1.1,"clear","clear","",43
812,"2012-07-03",NA,"maturing","net","9:40","12:10",25.1,27.9,0.7,1.2,"clear","clear","",43
813,"2012-07-26",NA,"maturing","pan","8:00","13:05",18,27.9,1,0.3,"clear","clear","",43
814,"2012-07-26",NA,"maturing","net","9:35","11:30",21.2,26,0.9,0.8,"clear","clear","",43
815,"2012-08-13",NA,"maturing","pan","9:20","14:45",28.8,42.1,1.1,0.6,"clear","clear","",43
816,"2012-08-13",NA,"maturing","net","11:00","12:00",34.9,40.1,1,0.4,"clear","clear","",43
817,"2012-04-24",NA,"control","net","10:50","12:40",21.4,26.2,1,0.5,"partly cloudy","partly cloudy","",42
818,"2012-04-24",NA,"control","pan","10:05","15:30",21.8,29.9,1,0.9,"partly cloudy","partly cloudy","",42
819,"2012-05-21",NA,"control","pan","9:36","3:08",23.6,NA,0.6,NA,"","","from Hillary",42
820,"2012-05-21",NA,"control","net","9:45","10:53",23.6,NA,0.6,NA,"","","from Hillary",42
821,"2012-06-28",NA,"control","pan","8:17","13:13",19.1,31.2,0,1.2,"clear","clear","",42
822,"2012-06-28",NA,"control","net","9:00","10:04",22.3,24.3,0.8,0.7,"clear","clear","",42
823,"2012-07-30",NA,"control","pan","8:10","13:10",19.7,32.5,0.9,0.7,"clear","clear","",42
824,"2012-07-30",NA,"control","net","9:25","10:25",21.8,25.2,0.6,0.3,"clear","clear","",42
825,"2012-05-12",NA,"mature","net","11:25","12:30",31.2,32.2,1.4,0.8,"clear","clear","",44
826,"2012-05-12",NA,"mature","pan","9:10","14:40",22.4,35.8,0.6,0.8,"clear","clear","",44
827,"2012-05-30",NA,"mature","pan","","",NA,NA,NA,NA,"","","from Hillary",44
828,"2012-05-30",NA,"mature","net","","",NA,NA,NA,NA,"","","from Hillary",44
829,"2012-06-12",NA,"mature","pan","8:24","13:20",21.4,32.2,0.7,0.9,"clear","clear","",44
830,"2012-06-12",NA,"mature","net","9:00","11:29",22.9,31.5,0.8,2.5,"clear","clear","",44
831,"2012-07-13",NA,"mature","pan","8:35","13:25",20.1,33.2,1,0.8,"clear","clear","",44
832,"2012-07-13",NA,"mature","net","9:15","11:30",21.8,32.2,1,0.3,"clear","clear","",44
833,"2012-07-27",NA,"mature","pan","8:10","13:10",16.3,28.5,0.9,0.6,"clear","clear","",44
834,"2012-07-27",NA,"mature","net","9:30","11:15",21.2,27.7,0.8,0.4,"clear","clear","",44
835,"2012-08-05",NA,"mature","pan","8:17","13:33",18.1,30.1,0.8,1.1,"clear","clear","",44
836,"2012-08-05",NA,"mature","net","9:56","12:02",22.1,29.8,0.6,1.2,"clear","clear","",44
837,"2012-05-12",NA,"mature","net","15:46","17:15",33.3,36.6,0.8,0.3,"clear","clear","",45
838,"2012-05-12",NA,"mature","pan","9:33","15:23",32.8,22.2,0.7,0.6,"clear","clear","",45
839,"2012-06-07",NA,"mature","pan","8:30","14:35",19.6,32.4,0.8,1.5,"clear","clear","",45
840,"2012-06-07",NA,"mature","net","9:05","12:50",22.6,29.3,1.3,0.9,"clear","clear","",45
841,"2012-07-10",NA,"mature","pan","8:20","13:20",22.1,37.4,0.9,1.3,"clear","clear","",45
842,"2012-07-10",NA,"mature","net","9:05","14:15",27,37.8,1.5,0.4,"clear","clear","",45
843,"2012-07-25",NA,"mature","pan","8:15","13:05",19.8,33.9,0.5,0.8,"clear","clear","",45
844,"2012-07-25",NA,"mature","net","9:25","11:30",21.1,28.2,0.3,0.7,"clear","clear","",45
845,"2012-05-08",NA,"mature","net","8:56","10:42",24.9,31.1,0.6,0.8,"clear","clear","",47
846,"2012-05-08",NA,"mature","pan","8:30","13:30",23.8,33.2,0.7,0.4,"clear","clear","",47
847,"2012-06-20",NA,"mature","pan","7:50","12:53",26.9,34.8,1.4,0.8,"clear","clear","",47
848,"2012-06-20",NA,"mature","net","8:20","11:00",27,31.1,1.3,1.7,"clear","clear","",47
849,"2012-07-19",NA,"mature","pan","7:59","13:00",19.2,28,0.4,1.7,"bright overcast","clear","",47
850,"2012-07-19",NA,"mature","net","9:40","11:15",23.9,27.5,1,0.6,"bright overcast","bright overcast","",47
851,"2012-08-08",NA,"mature","pan","7:56","12:56",18.3,29.1,1.1,1.4,"clear","clear","",47
852,"2012-08-08",NA,"mature","net","9:05","10:38",21.6,26.1,1,1.9,"clear","clear","",47
853,"2012-04-21",NA,"maturing","net","9:42","11:32",25,26.7,0.9,0.4,"clear","clear","",49
854,"2012-04-21",NA,"maturing","pan","9:22","14:34",26.8,37.9,0.9,0.4,"clear","clear","",49
855,"2012-06-12",NA,"maturing","pan","8:49","14:30",23.8,36.7,2.1,0.4,"clear","clear","",49
856,"2012-06-12",NA,"maturing","net","10:09","10:40",30.6,30.4,0.9,2.4,"clear","clear","",49
857,"2012-07-18",NA,"maturing","pan","9:05","13:50",22.8,28.2,0.5,1.1,"clear","clear","",49
858,"2012-07-18",NA,"maturing","net","9:20","11:00",22.2,26.9,0.5,1.1,"clear","clear","",49
859,"2012-08-01",NA,"maturing","pan","8:05","12:55",19.1,31.1,0.6,1,"clear","clear","",49
860,"2012-08-01",NA,"maturing","net","9:30","10:40",23.1,26.4,0.7,1.4,"clear","clear","",49
861,"2012-05-02",NA,"mature","net","9:15","10:46",22.7,23.2,1.1,0.3,"clear","bright overcast","",51
862,"2012-05-02",NA,"mature","pan","8:38","14:02",18,21,1.4,1.2,"clear","bright overcast","",51
863,"2012-05-19",NA,"mature","pan","9:50","2:08",NA,NA,NA,NA,"","","from Hillary",51
864,"2012-05-19",NA,"mature","net","10:15","",21.9,NA,0.9,NA,"","","from Hillary",51
865,"2012-06-26",NA,"mature","pan","8:12","13:46",19.5,26.1,0.7,1.1,"clear","clear","",51
866,"2012-06-26",NA,"mature","net","9:55","10:45",22,25.6,1.7,2.2,"clear","clear","",51
867,"2012-07-26",NA,"mature","pan","8:00","13:00",17.2,31.4,0.3,0.1,"clear","clear","",51
868,"2012-07-26",NA,"mature","net","9:25","10:55",22.8,28.5,0.6,0.3,"clear","clear","",51
869,"2012-04-24",NA,"control","net","11:45","13:52",25.3,26.3,0,0.3,"partly cloudy","partly cloudy","",54
870,"2012-04-24",NA,"control","pan","11:30","17:25",25.3,25.8,0,0.4,"partly cloudy","partly cloudy","",54
871,"2012-06-08",NA,"control","pan","9:00","14:00",20.1,25.7,1.6,1.9,"clear","clear","",54
872,"2012-06-08",NA,"control","net","11:40","13:50",23.8,25.7,1.9,1.9,"clear","clear","",54
873,"2012-07-11",NA,"control","pan","8:42","13:45",23,37.3,0.3,0.1,"clear","clear","",54
874,"2012-07-11",NA,"control","net","9:05","10:30",26.2,29.2,0.1,0,"clear","clear","",54
875,"2012-07-24",NA,"control","pan","8:30","13:30",19.3,32.3,0.1,0.2,"clear","clear","",54
876,"2012-07-24",NA,"control","net","9:30","10:45",21.8,23.4,0,0.1,"clear","clear","",54
877,"2012-04-30",NA,"maturing","net","10:51","12:53",32.7,33,1.8,1.8,"clear","partly cloudy","",56
878,"2012-04-30",NA,"maturing","pan","10:24","15:35",28,33,1.5,2.3,"clear","partly cloudy","",56
879,"2012-06-24",NA,"maturing","pan","8:15","13:20",18.4,26.9,0.1,0.7,"clear","clear","",56
880,"2012-06-24",NA,"maturing","net","9:02","11:15",23,26.8,0.4,1.3,"clear","clear","",56
881,"2012-07-19",NA,"maturing","pan","8:10","13:12",18.6,33.1,0.4,0.5,"partly cloudy","clear","",56
882,"2012-07-19",NA,"maturing","net","10:00","12:10",27.7,31.6,0.4,1.9,"partly cloudy","clear","",56
883,"2012-07-31",NA,"maturing","pan","8:15","13:15",22.1,35.8,0.7,1.4,"clear","clear","",56
884,"2012-07-31",NA,"maturing","net","9:35","13:35",26.5,35.8,1.4,1.4,"clear","clear","",56
885,"2012-05-01",NA,"control","net","10:30","11:55",23.1,30.2,2.5,1.2,"clear","clear","",57
886,"2012-05-01",NA,"control","pan","9:15","14:15",18.8,26.6,2.5,2.2,"clear","clear","",57
887,"2012-06-07",NA,"control","pan","8:15","13:20",19.6,31.2,0,0.6,"clear","clear","",57
888,"2012-06-07",NA,"control","net","12:00","12:30",29.9,30.1,0.9,0.6,"clear","clear","",57
889,"2012-07-23",NA,"control","pan","8:05","13:10",20.3,30.2,0.9,0.4,"partly cloudy","clear","",57
890,"2012-07-23",NA,"control","net","9:40","10:42",22.5,26.2,0.7,0.1,"clear","clear","",57
891,"2012-08-08",NA,"control","pan","9:15","14:10",24.3,38.8,0.7,0.7,"clear","clear","",57
892,"2012-08-08",NA,"control","net","9:15","9:15",24.3,24.3,0.7,0.7,"clear","clear","",57
893,"2012-05-01",NA,"mature","net","9:15","11:15",23.6,26,0,2.1,"clear","clear","",58
894,"2012-05-01",NA,"mature","pan","8:55","13:55",18.5,28.1,0.8,2.2,"clear","clear","",58
895,"2012-05-27",NA,"mature","pan","","",NA,NA,NA,NA,"","","from Hillary",58
896,"2012-05-27",NA,"mature","net","","",NA,NA,NA,NA,"","","from Hillary",58
897,"2012-06-14",NA,"mature","pan","8:20","1:45",24.3,35.2,4.1,0.6,"clear","clear","",58
898,"2012-06-14",NA,"mature","net","11:30","12:45",34.6,35,1.4,1.3,"clear","clear","",58
899,"2012-08-03",NA,"mature","pan","8:05","13:10",19.2,31.1,0,0.4,"clear","clear","",58
900,"2012-08-03",NA,"mature","net","10:00","12:09",25.2,32.8,0.9,0.3,"clear","clear","",58
901,"2012-05-08",NA,"control","net","9:30","11:30",25.4,29.8,2.1,1.2,"clear","partly cloudy","",59
902,"2012-05-08",NA,"control","pan","8:45","13:45",24.8,40.4,2.4,0.5,"clear","partly cloudy","",59
903,"2012-05-19",NA,"control","pan","","",NA,NA,NA,NA,"","","from Hillary",59
904,"2012-05-19",NA,"control","net","10:08","12:22",24.2,NA,2.2,NA,"","","from Hillary",59
905,"2012-06-26",NA,"control","pan","7:45","12:45",18.3,26.7,0.3,1.1,"clear","clear","",59
906,"2012-06-26",NA,"control","net","12:00","12:45",25.9,26.6,0.6,1,"clear","clear","",59
907,"2012-07-31",NA,"control","pan","8:10","13:05",22.8,33.8,0.5,0.5,"clear","clear","",59
908,"2012-07-31",NA,"control","net","8:42","9:46",24,30.1,0.4,0.6,"clear","clear","",59
909,"2012-05-12",NA,"control","net","13:20","14:10",35.3,35.3,0.4,0,"clear","clear","",60
910,"2012-05-12",NA,"control","pan","8:41","14:10",21.7,35.3,1.7,0,"clear","clear","",60
911,"2012-06-26",NA,"control","pan","7:51","13:15",29.1,28.6,0.1,1.6,"clear","clear","",60
912,"2012-06-26",NA,"control","net","11:00","13:15",29.2,29.1,0.2,0.1,"clear","clear","",60
913,"2012-07-20",NA,"control","pan","7:50","12:50",18.3,30.9,0.4,0.9,"clear","clear","",60
914,"2012-07-20",NA,"control","net","9:20","10:25",21.4,25.4,0.7,0.5,"clear","clear","",60
915,"2012-08-07",NA,"control","pan","8:00","12:55",21.1,34.8,0.1,0.4,"clear","clear","",60
916,"2012-08-07",NA,"control","net","8:25","10:10",25.2,27.2,0,0.3,"clear","clear","",60
917,"2012-04-21",NA,"mature","net","10:53","12:50",26.8,38.3,1.2,1.6,"clear","clear","",61
918,"2012-04-21",NA,"mature","pan","9:55","14:50",26.8,34.8,1.5,0.7,"clear","clear","",61
919,"2012-06-12",NA,"mature","pan","8:11","13:11",26.5,34,0.4,1.3,"clear","clear","",61
920,"2012-06-12",NA,"mature","net","12:00","12:50",34.3,36.4,2.4,1.6,"clear","clear","",61
921,"2012-07-12",NA,"mature","pan","8:30","13:30",27.4,38.5,0.8,1.4,"clear","clear","",61
922,"2012-07-12",NA,"mature","net","9:00","10:30",30.5,37.2,0.6,0.7,"clear","clear","",61
923,"2012-07-27",NA,"mature","pan","8:45","13:45",19.7,30.5,1.8,0,"clear","clear","",61
924,"2012-07-27",NA,"mature","net","10:05","13:18",21,30.5,2.2,0,"clear","clear","",61
925,"2012-05-08",NA,"control","net","10:05","11:55",25.4,29.9,1.3,1.9,"clear","clear","",62
926,"2012-05-08",NA,"control","pan","9:15","14:15",23.9,35.9,3.2,0.6,"clear","clear","",62
927,"2012-06-24",NA,"control","pan","8:20","13:25",17.9,24.8,0.5,0.9,"clear","clear","",62
928,"2012-06-24",NA,"control","net","11:30","12:50",21.8,24.2,1.2,1.5,"clear","clear","",62
929,"2012-07-19",NA,"control","pan","8:45","14:09",21.6,40.2,0.4,0.8,"bright overcast","clear","",62
930,"2012-07-19",NA,"control","net","9:20","13:00",21.6,39.5,0.4,0.7,"bright overcast","clear","",62
931,"2012-07-31",NA,"control","pan","8:15","13:10",22.3,26.8,0.3,0.1,"clear","clear","",62
932,"2012-07-31",NA,"control","net","8:40","12:30",23.5,34.1,0.3,0.5,"clear","clear","",62
933,"2012-05-12",NA,"control","net","10:10","11:10",25,33,0.6,0.8,"clear","clear","",63
934,"2012-05-12",NA,"control","pan","9:40","15:20",24.5,27.6,0.4,1,"clear","clear","",63
